th,0
en,0
es,0
hi,0
fr,0
de,0
th,1
hi,1
fr,1
de,1
es,1
en,1
es,2
hi,2
th,2
de,2
fr,2
es,3
en,2
de,3
th,3
en,3
fr,3
hi,3
hi,4
es,4
fr,4
th,4
de,4
en,4
